                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.6158,                 1.2871,                 1.0455,                0.29492,                0.24003,                0.20999,                0.11695,                 1.5009,                 1.1814,                 1.0004,               0.008614,               0.008614,               0.008614
                     24,                  1.608,                 1.2776,                 1.0441,                0.30799,                0.23197,                0.20955,                 0.1155,                 1.5042,                 1.1712,                 1.0065,               0.008548,               0.008548,               0.008548
                     25,                 1.5891,                 1.2637,                 1.0415,                0.29943,                 0.2357,                0.21058,                0.11579,                 1.4867,                 1.1569,                0.99653,               0.008482,               0.008482,               0.008482
                     26,                 1.5766,                 1.2517,                 1.0356,                0.40587,                0.23767,                 0.2131,                0.11642,                 1.4809,                 1.1438,                0.99266,               0.008416,               0.008416,               0.008416
                     27,                 1.5883,                 1.2633,                 1.0376,                0.31248,                 0.2371,                0.21714,                0.11984,                  1.473,                 1.1378,                0.99018,                0.00835,                0.00835,                0.00835
                     28,                 1.5811,                 1.2517,                 1.0335,                0.32036,                0.23478,                0.21824,                0.12224,                  1.481,                 1.1285,                0.99263,               0.008284,               0.008284,               0.008284
                     29,                 1.5662,                 1.2352,                 1.0301,                0.31567,                0.23672,                0.21439,                0.11966,                 1.4664,                 1.1291,                0.98708,               0.008218,               0.008218,               0.008218
                     30,                 1.5597,                 1.2282,                 1.0314,                0.30872,                0.24684,                0.22192,                0.12225,                  1.445,                 1.1123,                0.98692,               0.008152,               0.008152,               0.008152
                     31,                 1.5465,                 1.2188,                 1.0276,                0.31697,                0.24603,                0.22318,                0.12252,                 1.4665,                 1.1099,                 0.9944,               0.008086,               0.008086,               0.008086
                     32,                 1.5489,                 1.2216,                 1.0297,                0.31342,                0.24983,                0.22696,                0.12652,                 1.4515,                 1.1104,                 0.9857,                0.00802,                0.00802,                0.00802
                     33,                 1.5485,                 1.2161,                 1.0257,                0.32531,                0.24321,                0.22551,                0.12562,                 1.4401,                 1.1104,                0.98341,               0.007954,               0.007954,               0.007954
                     34,                 1.5475,                 1.2145,                 1.0242,                0.33603,                0.25323,                0.23431,                0.12985,                 1.4457,                 1.0986,                0.98242,               0.007888,               0.007888,               0.007888
                     35,                 1.5357,                 1.2075,                 1.0237,                0.33115,                0.24631,                0.22498,                0.12358,                 1.4426,                 1.1007,                0.98246,               0.007822,               0.007822,               0.007822
                     36,                 1.5388,                    1.2,                 1.0219,                0.33812,                0.25139,                0.23159,                0.12723,                 1.4402,                 1.1067,                0.97921,               0.007756,               0.007756,               0.007756
                     37,                 1.5366,                 1.1968,                 1.0208,                 0.3226,                0.25213,                0.23131,                0.12885,                 1.4352,                 1.0953,                0.97868,                0.00769,                0.00769,                0.00769
                     38,                 1.5277,                 1.1909,                 1.0212,                0.33319,                0.24797,                0.23215,                0.12864,                  1.437,                  1.088,                0.97993,               0.007624,               0.007624,               0.007624
                     39,                 1.5306,                 1.1877,                 1.0185,                0.31584,                0.25619,                0.23484,                0.13138,                 1.4368,                 1.0904,                0.97991,               0.007558,               0.007558,               0.007558
                     40,                 1.5214,                 1.1839,                 1.0176,                0.33521,                 0.2562,                0.24145,                0.13568,                 1.4205,                 1.0786,                0.97512,               0.007492,               0.007492,               0.007492
                     41,                 1.5255,                   1.18,                  1.015,                 0.3315,                0.25841,                0.23864,                0.13391,                 1.4213,                 1.0776,                0.97468,               0.007426,               0.007426,               0.007426
                     42,                 1.5186,                 1.1826,                 1.0162,                0.34088,                0.25219,                0.24002,                 0.1348,                 1.4183,                 1.0784,                 0.9744,                0.00736,                0.00736,                0.00736
                     43,                 1.5132,                 1.1733,                 1.0136,                0.33136,                0.26523,                0.24044,                0.13358,                 1.4123,                   1.07,                0.97372,               0.007294,               0.007294,               0.007294
                     44,                 1.5073,                 1.1692,                 1.0112,                0.32916,                0.25704,                0.23859,                0.13465,                 1.4102,                 1.0718,                0.97291,               0.007228,               0.007228,               0.007228
                     45,                 1.5154,                 1.1699,                 1.0118,                0.34309,                0.25809,                0.24256,                0.13545,                 1.4349,                 1.0943,                0.97339,               0.007162,               0.007162,               0.007162
                     46,                 1.5364,                 1.1904,                 1.0112,                0.33038,                0.25936,                0.24631,                0.13757,                 1.4383,                  1.095,                0.97282,               0.007096,               0.007096,               0.007096
                     47,                 1.5369,                 1.1862,                  1.008,                0.35591,                0.25793,                0.24571,                0.13821,                 1.4407,                 1.1007,                0.96978,                0.00703,                0.00703,                0.00703
                     48,                 1.5487,                 1.1945,                  1.011,                0.34179,                0.26037,                0.24798,                0.13907,                 1.4379,                 1.0987,                0.96716,               0.006964,               0.006964,               0.006964
                     49,                 1.5384,                 1.1863,                 1.0057,                0.35086,                0.25907,                 0.2461,                0.13843,                 1.4453,                  1.096,                 0.9674,               0.006898,               0.006898,               0.006898
                     50,                 1.5373,                 1.1824,                 1.0073,                0.35018,                 0.2676,                0.25211,                0.14362,                 1.4326,                 1.0873,                0.96346,               0.006832,               0.006832,               0.006832
                     51,                 1.5381,                   1.19,                 1.0045,                0.34579,                 0.2669,                0.25173,                0.14291,                  1.444,                 1.0877,                0.96563,               0.006766,               0.006766,               0.006766
                     52,                 1.5226,                 1.1743,                 1.0026,                 0.3586,                0.26384,                0.25111,                 0.1418,                 1.4448,                 1.0934,                0.96482,                 0.0067,                 0.0067,                 0.0067
                     53,                 1.5345,                 1.1853,                 1.0024,                0.36246,                0.26092,                 0.2514,                0.14316,                 1.4331,                 1.0885,                0.96269,               0.006634,               0.006634,               0.006634
                     54,                 1.5337,                  1.183,                0.99905,                0.35367,                0.27073,                0.25494,                0.14436,                  1.431,                 1.0821,                0.96177,               0.006568,               0.006568,               0.006568
                     55,                 1.5314,                 1.1811,                0.99928,                0.35175,                0.27309,                0.25548,                0.14389,                 1.4326,                 1.0792,                0.96095,               0.006502,               0.006502,               0.006502
                     56,                 1.5279,                 1.1721,                0.99779,                0.35488,                0.27489,                0.25916,                0.14522,                 1.4278,                 1.0813,                0.95954,               0.006436,               0.006436,               0.006436
                     57,                 1.5317,                 1.1792,                0.99712,                0.34941,                0.27375,                0.25668,                0.14637,                 1.4272,                 1.0787,                0.95949,                0.00637,                0.00637,                0.00637
                     58,                 1.5227,                 1.1675,                0.99743,                0.35842,                0.27357,                0.25972,                0.14709,                 1.4234,                 1.0745,                0.95705,               0.006304,               0.006304,               0.006304
                     59,                  1.517,                 1.1631,                0.99242,                0.36548,                0.27287,                 0.2605,                0.14835,                 1.4223,                 1.0744,                0.95644,               0.006238,               0.006238,               0.006238
                     60,                 1.5164,                 1.1633,                0.99021,                0.37087,                0.26638,                0.26013,                0.14888,                 1.4203,                 1.0695,                0.95569,               0.006172,               0.006172,               0.006172
                     61,                 1.5147,                 1.1603,                0.99245,                0.36013,                0.27569,                0.26172,                0.14944,                 1.4193,                 1.0712,                0.95462,               0.006106,               0.006106,               0.006106
                     62,                 1.5148,                  1.163,                0.99177,                0.37114,                0.27271,                0.26119,                0.14952,                 1.4166,                 1.0712,                0.95379,                0.00604,                0.00604,                0.00604
                     63,                 1.5007,                 1.1456,                0.98867,                0.36837,                0.27376,                0.26142,                0.14936,                 1.4151,                  1.068,                0.95376,               0.005974,               0.005974,               0.005974
                     64,                 1.5114,                 1.1587,                0.99021,                0.36906,                0.28067,                0.26383,                0.15154,                 1.4112,                 1.0641,                0.95299,               0.005908,               0.005908,               0.005908
                     65,                 1.5111,                 1.1527,                0.99189,                0.36443,                0.27605,                0.26503,                0.15165,                 1.4109,                 1.0614,                 0.9538,               0.005842,               0.005842,               0.005842
                     66,                 1.5075,                  1.153,                0.98975,                0.36456,                0.28196,                0.26565,                0.15102,                 1.4078,                  1.059,                0.95155,               0.005776,               0.005776,               0.005776
                     67,                 1.5044,                 1.1511,                0.98868,                0.36708,                0.27664,                  0.265,                0.15198,                  1.408,                 1.0609,                0.95098,                0.00571,                0.00571,                0.00571
                     68,                 1.5094,                 1.1498,                0.98498,                0.36333,                0.28003,                0.26697,                0.15233,                 1.4035,                 1.0571,                0.94959,               0.005644,               0.005644,               0.005644
                     69,                 1.5018,                 1.1501,                0.98663,                0.37527,                0.27936,                0.26813,                0.15357,                 1.4038,                 1.0577,                0.95005,               0.005578,               0.005578,               0.005578
                     70,                 1.5072,                 1.1484,                0.98323,                0.36718,                0.27992,                0.26674,                0.15277,                 1.4029,                 1.0574,                 0.9498,               0.005512,               0.005512,               0.005512
                     71,                 1.4909,                 1.1332,                0.98258,                0.37117,                 0.2827,                0.27075,                0.15563,                 1.3999,                 1.0518,                0.94888,               0.005446,               0.005446,               0.005446
                     72,                 1.4983,                  1.142,                 0.9836,                0.37121,                0.28423,                0.27011,                0.15449,                 1.3994,                 1.0498,                0.94963,                0.00538,                0.00538,                0.00538
                     73,                  1.493,                  1.132,                0.98369,                0.36342,                 0.2871,                0.27286,                0.15571,                 1.3968,                 1.0497,                0.94772,               0.005314,               0.005314,               0.005314
                     74,                 1.4918,                  1.135,                0.98253,                 0.3722,                0.28574,                0.27227,                0.15529,                 1.3981,                 1.0456,                0.94821,               0.005248,               0.005248,               0.005248
                     75,                 1.4881,                   1.13,                0.98214,                0.36918,                0.28515,                0.27208,                0.15578,                 1.3922,                 1.0437,                0.94563,               0.005182,               0.005182,               0.005182
                     76,                 1.4888,                 1.1313,                0.98416,                0.37198,                0.28564,                0.27445,                0.15767,                 1.3921,                 1.0427,                0.94582,               0.005116,               0.005116,               0.005116
                     77,                 1.4752,                 1.1218,                0.97796,                0.37233,                0.28614,                0.27257,                0.15641,                 1.3924,                  1.044,                0.94448,                0.00505,                0.00505,                0.00505
                     78,                  1.479,                 1.1212,                0.97805,                0.37764,                 0.2872,                0.27478,                0.15733,                 1.3912,                 1.0424,                 0.9452,               0.004984,               0.004984,               0.004984
                     79,                 1.4818,                 1.1227,                0.98179,                0.37628,                0.28643,                0.27647,                0.15822,                 1.3919,                 1.0379,                0.94542,               0.004918,               0.004918,               0.004918
                     80,                 1.4887,                 1.1273,                0.97979,                0.37768,                0.28822,                0.27746,                0.15778,                 1.3894,                 1.0397,                0.94545,               0.004852,               0.004852,               0.004852
                     81,                 1.4833,                 1.1231,                0.97732,                0.37912,                0.28709,                0.27523,                0.15728,                 1.3887,                 1.0386,                0.94493,               0.004786,               0.004786,               0.004786
                     82,                 1.4788,                 1.1154,                0.97741,                 0.3823,                0.28387,                0.27544,                0.15796,                 1.3877,                 1.0384,                0.94381,                0.00472,                0.00472,                0.00472
                     83,                  1.477,                 1.1175,                0.97732,                0.36972,                0.28783,                 0.2767,                0.15852,                 1.3857,                 1.0356,                0.94312,               0.004654,               0.004654,               0.004654
                     84,                 1.4784,                  1.121,                0.97713,                0.37208,                0.28657,                0.27547,                0.15881,                 1.3836,                 1.0335,                0.94261,               0.004588,               0.004588,               0.004588
                     85,                 1.4703,                 1.1114,                0.97646,                 0.3745,                0.28735,                0.27499,                0.15778,                 1.3837,                 1.0349,                0.94376,               0.004522,               0.004522,               0.004522
                     86,                 1.4792,                 1.1165,                0.97858,                0.37338,                0.28684,                  0.275,                0.15782,                 1.3849,                 1.0336,                0.94327,               0.004456,               0.004456,               0.004456
                     87,                 1.4666,                 1.1066,                0.97612,                0.37488,                0.29291,                0.27813,                0.15888,                 1.3838,                 1.0298,                0.94304,                0.00439,                0.00439,                0.00439
                     88,                 1.4666,                 1.1025,                0.97527,                0.38718,                0.28709,                0.27933,                0.16089,                 1.3815,                 1.0292,                0.94188,               0.004324,               0.004324,               0.004324
                     89,                 1.4734,                 1.1042,                0.97459,                0.37594,                0.29335,                 0.2798,                0.16075,                 1.3809,                 1.0279,                0.94164,               0.004258,               0.004258,               0.004258
                     90,                 1.4675,                 1.1088,                0.97335,                0.37794,                0.29123,                0.27953,                0.16085,                 1.3794,                 1.0278,                0.94178,               0.004192,               0.004192,               0.004192
                     91,                  1.464,                 1.1015,                0.97422,                0.38214,                0.29398,                0.28221,                0.16224,                 1.3796,                 1.0245,                0.94231,               0.004126,               0.004126,               0.004126
                     92,                 1.4582,                 1.0962,                0.97051,                0.38415,                 0.2942,                0.28232,                0.16294,                 1.3795,                 1.0242,                0.94234,                0.00406,                0.00406,                0.00406
                     93,                 1.4559,                 1.0957,                0.97386,                0.38062,                 0.2928,                0.28051,                0.16166,                 1.3787,                 1.0248,                0.94178,               0.003994,               0.003994,               0.003994
                     94,                 1.4635,                 1.0968,                0.97195,                0.37924,                 0.2912,                0.28072,                0.16185,                 1.3781,                 1.0251,                0.94147,               0.003928,               0.003928,               0.003928
                     95,                 1.4505,                 1.0854,                0.97124,                0.38122,                0.29352,                0.28081,                0.16254,                 1.3755,                  1.023,                0.94095,               0.003862,               0.003862,               0.003862
                     96,                 1.4612,                 1.0968,                0.97173,                0.38419,                0.29078,                0.28187,                0.16301,                 1.3735,                 1.0219,                0.93976,               0.003796,               0.003796,               0.003796
                     97,                 1.4531,                 1.0859,                0.96976,                0.38769,                 0.2904,                0.28255,                0.16273,                 1.3744,                 1.0218,                0.93996,                0.00373,                0.00373,                0.00373
                     98,                  1.451,                  1.084,                0.97122,                0.38809,                0.29232,                0.28302,                0.16259,                 1.3733,                 1.0201,                0.93979,               0.003664,               0.003664,               0.003664
                     99,                 1.4549,                 1.0856,                 0.9708,                0.39172,                0.29132,                0.28262,                 0.1625,                 1.3735,                 1.0191,                   0.94,               0.003598,               0.003598,               0.003598
                    100,                 1.4529,                 1.0886,                0.97052,                0.39168,                0.29317,                0.28361,                0.16299,                 1.3745,                 1.0199,                0.94017,               0.003532,               0.003532,               0.003532
                    101,                  1.452,                 1.0807,                0.96842,                0.39298,                0.29151,                0.28398,                0.16379,                 1.3738,                 1.0178,                0.93962,               0.003466,               0.003466,               0.003466
                    102,                 1.4516,                  1.085,                0.96901,                0.38828,                0.29167,                0.28422,                 0.1644,                 1.3718,                 1.0171,                0.93898,                 0.0034,                 0.0034,                 0.0034
                    103,                 1.4474,                 1.0801,                0.96643,                0.39206,                 0.2906,                0.28437,                0.16416,                 1.3717,                  1.016,                 0.9392,               0.003334,               0.003334,               0.003334
                    104,                  1.454,                  1.087,                0.97025,                0.38449,                0.29289,                0.28411,                0.16438,                 1.3721,                 1.0152,                0.93897,               0.003268,               0.003268,               0.003268
                    105,                 1.4492,                  1.081,                0.97061,                0.38777,                0.29454,                 0.2849,                0.16407,                 1.3704,                 1.0151,                0.93845,               0.003202,               0.003202,               0.003202
                    106,                 1.4449,                 1.0783,                0.96582,                0.38059,                0.29366,                0.28523,                0.16496,                 1.3687,                 1.0145,                0.93831,               0.003136,               0.003136,               0.003136
                    107,                 1.4419,                 1.0696,                 0.9659,                0.38585,                 0.2912,                 0.2854,                 0.1644,                 1.3679,                 1.0141,                0.93834,                0.00307,                0.00307,                0.00307
                    108,                 1.4446,                  1.075,                0.96865,                0.38714,                0.29238,                0.28619,                0.16473,                 1.3685,                 1.0136,                0.93826,               0.003004,               0.003004,               0.003004
                    109,                 1.4391,                 1.0765,                0.97029,                 0.3841,                0.29497,                0.28635,                0.16501,                 1.3681,                 1.0143,                0.93805,               0.002938,               0.002938,               0.002938
                    110,                 1.4385,                 1.0677,                0.96469,                0.39163,                0.29417,                0.28718,                0.16531,                 1.3676,                 1.0128,                 0.9379,               0.002872,               0.002872,               0.002872
                    111,                 1.4398,                  1.068,                0.96379,                0.39219,                0.29384,                0.28856,                0.16589,                 1.3673,                 1.0116,                0.93786,               0.002806,               0.002806,               0.002806
                    112,                  1.428,                 1.0611,                0.96488,                0.39342,                0.29347,                0.28772,                0.16561,                 1.3673,                 1.0112,                0.93785,                0.00274,                0.00274,                0.00274
                    113,                  1.438,                 1.0672,                 0.9654,                0.38785,                0.29542,                 0.2877,                 0.1658,                 1.3665,                 1.0106,                0.93749,               0.002674,               0.002674,               0.002674
                    114,                 1.4351,                 1.0668,                0.96595,                0.39036,                 0.2948,                0.28788,                0.16622,                 1.3651,                 1.0098,                0.93712,               0.002608,               0.002608,               0.002608
                    115,                  1.435,                 1.0576,                0.96249,                0.39211,                0.29508,                0.28834,                0.16621,                 1.3642,                  1.008,                0.93685,               0.002542,               0.002542,               0.002542
                    116,                 1.4288,                 1.0582,                 0.9626,                0.38549,                0.29578,                0.28826,                0.16631,                 1.3647,                 1.0078,                0.93675,               0.002476,               0.002476,               0.002476
                    117,                 1.4294,                 1.0582,                0.96245,                0.38862,                0.29592,                 0.2889,                 0.1665,                 1.3639,                 1.0073,                0.93676,                0.00241,                0.00241,                0.00241
                    118,                 1.4336,                 1.0616,                0.96399,                0.38953,                0.29462,                0.28885,                0.16693,                 1.3638,                 1.0067,                0.93695,               0.002344,               0.002344,               0.002344
                    119,                  1.434,                 1.0603,                0.96233,                0.39209,                0.29336,                0.28881,                0.16721,                 1.3639,                 1.0068,                0.93694,               0.002278,               0.002278,               0.002278
                    120,                  1.422,                 1.0519,                0.96171,                0.38931,                0.29606,                0.28889,                0.16673,                 1.3637,                 1.0066,                0.93692,               0.002212,               0.002212,               0.002212
                    121,                 1.4276,                 1.0533,                0.96107,                0.38887,                0.29493,                0.28874,                0.16725,                 1.3635,                 1.0064,                0.93668,               0.002146,               0.002146,               0.002146
                    122,                 1.4162,                 1.0467,                0.95855,                0.39084,                0.29507,                0.28859,                0.16709,                 1.3637,                 1.0063,                0.93678,                0.00208,                0.00208,                0.00208
                    123,                 1.4284,                 1.0579,                0.95987,                0.38964,                0.29565,                0.28842,                0.16698,                  1.363,                 1.0057,                0.93673,               0.002014,               0.002014,               0.002014
                    124,                 1.4195,                 1.0454,                0.95785,                0.38628,                0.29756,                0.28796,                 0.1668,                 1.3628,                 1.0055,                0.93671,               0.001948,               0.001948,               0.001948
                    125,                 1.4175,                 1.0421,                0.95756,                0.38803,                0.29884,                0.28864,                0.16715,                 1.3625,                 1.0052,                0.93667,               0.001882,               0.001882,               0.001882
                    126,                 1.4286,                 1.0485,                0.95922,                0.39218,                0.29738,                0.28932,                0.16778,                 1.3625,                 1.0056,                0.93674,               0.001816,               0.001816,               0.001816
                    127,                 1.4174,                 1.0444,                0.95626,                0.40218,                0.29382,                 0.2891,                0.16717,                 1.3626,                  1.005,                0.93684,                0.00175,                0.00175,                0.00175
                    128,                 1.4157,                  1.044,                0.95991,                0.40001,                0.29508,                0.28959,                0.16732,                 1.3623,                 1.0045,                0.93672,               0.001684,               0.001684,               0.001684
                    129,                 1.4142,                 1.0366,                0.95678,                0.39653,                0.29669,                 0.2898,                0.16725,                 1.3619,                 1.0044,                0.93666,               0.001618,               0.001618,               0.001618
                    130,                 1.4138,                 1.0348,                 0.9572,                0.40115,                 0.2957,                0.28983,                0.16746,                 1.3618,                 1.0037,                0.93664,               0.001552,               0.001552,               0.001552
                    131,                 1.4184,                 1.0405,                0.95914,                0.40133,                0.29623,                0.28987,                0.16756,                 1.3617,                  1.004,                0.93669,               0.001486,               0.001486,               0.001486
                    132,                 1.4159,                 1.0414,                0.95757,                 0.4001,                0.29769,                0.29063,                 0.1679,                 1.3615,                 1.0034,                0.93657,                0.00142,                0.00142,                0.00142
                    133,                 1.4123,                 1.0378,                0.95944,                0.39996,                0.29727,                0.29056,                 0.1678,                 1.3611,                 1.0032,                0.93645,               0.001354,               0.001354,               0.001354
                    134,                 1.4157,                 1.0354,                0.95545,                0.40118,                 0.2955,                0.29044,                 0.1678,                 1.3607,                 1.0026,                0.93633,               0.001288,               0.001288,               0.001288
                    135,                  1.406,                 1.0294,                0.95476,                0.39662,                0.29583,                0.29057,                0.16812,                 1.3603,                 1.0025,                 0.9361,               0.001222,               0.001222,               0.001222
                    136,                 1.4124,                 1.0281,                 0.9577,                 0.3957,                0.29671,                0.29054,                0.16796,                 1.3599,                 1.0024,                 0.9359,               0.001156,               0.001156,               0.001156
                    137,                 1.4025,                 1.0285,                0.95339,                0.40323,                0.29233,                0.29055,                0.16794,                 1.3598,                 1.0022,                0.93589,                0.00109,                0.00109,                0.00109
                    138,                 1.4046,                 1.0247,                  0.956,                0.40405,                 0.2913,                0.29035,                  0.168,                 1.3599,                 1.0024,                0.93591,               0.001024,               0.001024,               0.001024
                    139,                 1.4039,                 1.0252,                0.95499,                0.40524,                0.29158,                0.29063,                0.16795,                 1.3598,                 1.0021,                0.93594,               0.000958,               0.000958,               0.000958
                    140,                 1.4015,                 1.0285,                0.95558,                0.39895,                0.29372,                0.29093,                0.16787,                 1.3595,                  1.002,                0.93587,               0.000892,               0.000892,               0.000892
                    141,                 1.3778,                 1.0008,                 0.9591,                0.39819,                0.29381,                0.29073,                0.16774,                 1.3591,                 1.0017,                0.93569,               0.000826,               0.000826,               0.000826
                    142,                 1.3694,                0.98931,                0.95721,                0.39894,                0.29371,                0.29067,                0.16761,                 1.3592,                 1.0011,                0.93565,                0.00076,                0.00076,                0.00076
                    143,                 1.3701,                0.98704,                0.95777,                0.39922,                0.29459,                0.29072,                0.16792,                 1.3592,                 1.0011,                0.93568,               0.000694,               0.000694,               0.000694
                    144,                 1.3687,                0.98217,                0.95458,                0.40165,                0.29404,                0.29061,                0.16792,                 1.3589,                 1.0011,                0.93544,               0.000628,               0.000628,               0.000628
                    145,                 1.3619,                0.98281,                0.95419,                0.40403,                0.29319,                0.29038,                0.16798,                 1.3588,                 1.0008,                0.93543,               0.000562,               0.000562,               0.000562
                    146,                 1.3617,                0.97715,                0.95584,                0.40296,                0.29466,                0.29101,                0.16822,                 1.3589,                 1.0008,                0.93541,               0.000496,               0.000496,               0.000496
                    147,                 1.3628,                0.97915,                0.95479,                0.40028,                 0.2956,                0.29118,                0.16826,                 1.3587,                 1.0006,                0.93536,                0.00043,                0.00043,                0.00043
                    148,                 1.3552,                0.97198,                0.95104,                0.39737,                0.29654,                0.29113,                0.16843,                 1.3587,                 1.0005,                0.93542,               0.000364,               0.000364,               0.000364
                    149,                 1.3565,                0.97349,                  0.952,                0.39637,                0.29642,                0.29103,                0.16844,                 1.3587,                 1.0004,                0.93534,               0.000298,               0.000298,               0.000298
                    150,                  1.346,                0.96539,                 0.9515,                0.39948,                0.29591,                0.29122,                0.16845,                 1.3586,                 1.0001,                0.93529,               0.000232,               0.000232,               0.000232
