                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                 1.4581,                 1.0885,                0.96832,                0.40876,                0.30577,                0.29737,                0.16763,                 1.3829,                 1.0255,                0.93925,               0.004522,               0.004522,               0.004522
                     86,                 1.4667,                 1.0909,                 0.9703,                0.39989,                0.30793,                0.29754,                0.16759,                 1.3826,                 1.0242,                0.93892,               0.004456,               0.004456,               0.004456
                     87,                 1.4555,                 1.0849,                0.96807,                 0.4065,                0.30481,                0.29834,                0.16842,                 1.3803,                 1.0207,                0.93892,                0.00439,                0.00439,                0.00439
                     88,                 1.4534,                 1.0777,                0.96674,                0.39264,                0.31315,                0.29985,                0.16972,                 1.3777,                 1.0181,                0.93813,               0.004324,               0.004324,               0.004324
                     89,                 1.4604,                 1.0812,                0.96634,                0.40726,                0.30769,                0.30033,                0.16964,                 1.3763,                 1.0177,                0.93743,               0.004258,               0.004258,               0.004258
                     90,                 1.4545,                 1.0815,                0.96492,                0.41016,                0.30642,                0.30073,                0.17014,                 1.3753,                 1.0165,                0.93703,               0.004192,               0.004192,               0.004192
                     91,                 1.4528,                 1.0778,                0.96575,                0.41194,                0.30556,                0.29961,                0.16971,                 1.3761,                 1.0169,                0.93719,               0.004126,               0.004126,               0.004126
                     92,                 1.4475,                 1.0716,                0.96309,                0.40687,                0.30915,                0.29973,                0.16917,                 1.3749,                 1.0151,                0.93695,                0.00406,                0.00406,                0.00406
                     93,                 1.4435,                 1.0739,                0.96523,                0.41853,                0.30229,                 0.2989,                0.16824,                 1.3757,                 1.0158,                0.93698,               0.003994,               0.003994,               0.003994
                     94,                 1.4512,                 1.0734,                0.96421,                 0.4097,                 0.3065,                0.29887,                0.16882,                 1.3743,                 1.0147,                0.93706,               0.003928,               0.003928,               0.003928
                     95,                 1.4371,                 1.0639,                0.96284,                 0.4088,                0.30567,                0.29955,                0.16919,                 1.3735,                 1.0135,                0.93651,               0.003862,               0.003862,               0.003862
                     96,                 1.4489,                 1.0735,                0.96346,                0.41346,                 0.3045,                0.29998,                0.16955,                 1.3714,                 1.0128,                0.93592,               0.003796,               0.003796,               0.003796
                     97,                 1.4383,                 1.0613,                0.96065,                0.41167,                0.30764,                0.30079,                0.16972,                  1.371,                 1.0133,                0.93565,                0.00373,                0.00373,                0.00373
                     98,                 1.4404,                 1.0619,                0.96333,                0.40688,                0.31036,                0.30157,                0.17018,                 1.3711,                 1.0123,                0.93541,               0.003664,               0.003664,               0.003664
                     99,                 1.4435,                 1.0636,                0.96307,                0.40746,                0.31013,                0.30266,                0.17063,                 1.3702,                 1.0107,                0.93527,               0.003598,               0.003598,               0.003598
                    100,                 1.4412,                 1.0656,                0.96234,                0.40537,                0.31089,                0.30295,                0.17097,                 1.3699,                  1.009,                 0.9351,               0.003532,               0.003532,               0.003532
                    101,                 1.4399,                 1.0567,                0.96049,                0.40886,                0.30749,                0.30278,                0.17086,                 1.3704,                 1.0091,                0.93524,               0.003466,               0.003466,               0.003466
                    102,                 1.4375,                   1.06,                0.96089,                0.41508,                0.30515,                0.30289,                 0.1713,                 1.3692,                 1.0078,                 0.9348,                 0.0034,                 0.0034,                 0.0034
                    103,                 1.4344,                 1.0533,                0.95801,                0.41445,                0.30744,                 0.3041,                0.17126,                 1.3681,                 1.0071,                0.93444,               0.003334,               0.003334,               0.003334
                    104,                 1.4413,                 1.0623,                0.96185,                0.41371,                0.30787,                0.30407,                 0.1719,                 1.3682,                 1.0067,                0.93449,               0.003268,               0.003268,               0.003268
                    105,                 1.4359,                 1.0595,                 0.9614,                0.41212,                0.30718,                0.30403,                0.17159,                 1.3674,                 1.0064,                0.93416,               0.003202,               0.003202,               0.003202
                    106,                 1.4319,                 1.0546,                0.95748,                0.41656,                0.30658,                0.30431,                0.17188,                 1.3668,                 1.0052,                0.93389,               0.003136,               0.003136,               0.003136
                    107,                 1.4292,                 1.0478,                0.95782,                0.41005,                0.31001,                 0.3048,                0.17246,                 1.3664,                 1.0047,                0.93353,                0.00307,                0.00307,                0.00307
                    108,                 1.4305,                 1.0514,                0.95902,                 0.4137,                0.30579,                0.30449,                 0.1724,                 1.3653,                 1.0039,                0.93323,               0.003004,               0.003004,               0.003004
                    109,                 1.4267,                 1.0526,                0.96207,                0.40864,                0.30846,                0.30421,                 0.1727,                  1.364,                 1.0041,                0.93293,               0.002938,               0.002938,               0.002938
                    110,                 1.4265,                 1.0426,                0.95645,                0.41501,                0.30594,                0.30363,                0.17249,                 1.3639,                 1.0045,                0.93285,               0.002872,               0.002872,               0.002872
                    111,                 1.4262,                 1.0433,                 0.9556,                0.41454,                0.30567,                0.30484,                0.17322,                 1.3638,                 1.0025,                0.93291,               0.002806,               0.002806,               0.002806
                    112,                 1.4163,                 1.0404,                0.95613,                0.41113,                0.30927,                0.30559,                0.17348,                 1.3638,                 1.0014,                0.93297,                0.00274,                0.00274,                0.00274
                    113,                 1.4249,                 1.0444,                0.95708,                0.41005,                0.31122,                 0.3062,                0.17366,                 1.3635,                 1.0009,                0.93287,               0.002674,               0.002674,               0.002674
                    114,                 1.4224,                  1.043,                0.95729,                0.41113,                0.31097,                0.30635,                0.17382,                  1.363,                0.99999,                0.93287,               0.002608,               0.002608,               0.002608
                    115,                 1.4217,                  1.033,                0.95402,                0.41248,                0.30948,                0.30578,                0.17364,                 1.3624,                0.99957,                  0.933,               0.002542,               0.002542,               0.002542
                    116,                 1.4149,                 1.0321,                0.95406,                0.41448,                0.30884,                0.30622,                0.17416,                 1.3624,                0.99905,                0.93306,               0.002476,               0.002476,               0.002476
                    117,                 1.4184,                  1.033,                0.95459,                0.42074,                0.30599,                0.30642,                0.17396,                 1.3623,                0.99974,                0.93302,                0.00241,                0.00241,                0.00241
                    118,                 1.4213,                 1.0392,                0.95599,                0.42281,                0.30732,                0.30706,                0.17436,                 1.3624,                 0.9996,                0.93287,               0.002344,               0.002344,               0.002344
                    119,                 1.4205,                 1.0375,                0.95442,                0.42761,                0.30578,                0.30708,                0.17491,                 1.3617,                0.99896,                0.93247,               0.002278,               0.002278,               0.002278
                    120,                 1.4098,                 1.0272,                0.95334,                0.42876,                0.30583,                0.30735,                0.17493,                 1.3615,                0.99831,                0.93239,               0.002212,               0.002212,               0.002212
                    121,                 1.4147,                 1.0277,                0.95223,                0.42078,                0.30843,                 0.3074,                0.17491,                  1.361,                0.99873,                0.93197,               0.002146,               0.002146,               0.002146
                    122,                 1.4048,                 1.0224,                0.95029,                0.42126,                0.30893,                 0.3076,                0.17491,                 1.3601,                0.99805,                0.93177,                0.00208,                0.00208,                0.00208
                    123,                 1.4133,                  1.031,                0.95072,                0.42166,                0.30977,                0.30787,                0.17534,                 1.3598,                0.99775,                 0.9316,               0.002014,               0.002014,               0.002014
                    124,                 1.4058,                  1.021,                0.94978,                0.42073,                0.30993,                0.30821,                0.17516,                 1.3597,                0.99765,                0.93169,               0.001948,               0.001948,               0.001948
                    125,                 1.4031,                 1.0172,                 0.9491,                0.42006,                0.31093,                0.30796,                0.17525,                 1.3599,                0.99768,                0.93175,               0.001882,               0.001882,               0.001882
                    126,                 1.4135,                 1.0264,                0.94977,                0.42007,                0.31246,                0.30852,                0.17534,                 1.3603,                0.99721,                0.93171,               0.001816,               0.001816,               0.001816
                    127,                 1.4054,                 1.0209,                0.94813,                0.41782,                 0.3139,                0.30859,                0.17559,                 1.3606,                0.99751,                 0.9318,                0.00175,                0.00175,                0.00175
                    128,                 1.4038,                   1.02,                0.95164,                0.41991,                0.31319,                0.30834,                0.17537,                 1.3601,                0.99667,                0.93186,               0.001684,               0.001684,               0.001684
                    129,                 1.4002,                 1.0109,                0.94818,                0.41377,                0.31533,                 0.3085,                0.17568,                 1.3601,                0.99705,                0.93185,               0.001618,               0.001618,               0.001618
                    130,                 1.4003,                 1.0109,                0.94902,                0.41485,                0.31464,                0.30873,                0.17568,                 1.3599,                0.99648,                0.93184,               0.001552,               0.001552,               0.001552
                    131,                 1.4047,                 1.0173,                0.94996,                0.41782,                0.31426,                0.30935,                0.17563,                 1.3596,                0.99625,                0.93176,               0.001486,               0.001486,               0.001486
                    132,                 1.4028,                 1.0148,                0.94951,                0.41953,                0.31466,                 0.3096,                0.17582,                 1.3596,                0.99605,                 0.9316,                0.00142,                0.00142,                0.00142
                    133,                  1.401,                 1.0152,                0.95141,                0.42185,                0.31268,                0.30927,                0.17574,                 1.3597,                0.99595,                0.93155,               0.001354,               0.001354,               0.001354
                    134,                 1.4044,                 1.0132,                0.94782,                0.42304,                0.31092,                0.30946,                0.17575,                 1.3598,                0.99576,                0.93147,               0.001288,               0.001288,               0.001288
                    135,                 1.3947,                 1.0056,                  0.947,                0.42298,                 0.3117,                0.30925,                0.17565,                 1.3597,                0.99535,                0.93139,               0.001222,               0.001222,               0.001222
                    136,                    1.4,                 1.0057,                0.94938,                0.42493,                0.31117,                0.30965,                0.17602,                 1.3595,                0.99525,                0.93128,               0.001156,               0.001156,               0.001156
                    137,                 1.3923,                  1.004,                0.94626,                0.42562,                0.31102,                0.30988,                0.17611,                 1.3594,                0.99481,                0.93114,                0.00109,                0.00109,                0.00109
                    138,                 1.3932,                 1.0014,                0.94785,                0.42124,                0.31261,                0.30986,                0.17615,                 1.3593,                0.99456,                0.93108,               0.001024,               0.001024,               0.001024
                    139,                 1.3918,                 1.0013,                0.94743,                  0.423,                0.31189,                0.31034,                0.17633,                 1.3591,                0.99433,                0.93108,               0.000958,               0.000958,               0.000958
                    140,                 1.3887,                 1.0038,                0.94726,                 0.4232,                0.31147,                0.31022,                0.17642,                 1.3591,                0.99397,                0.93107,               0.000892,               0.000892,               0.000892
                    141,                 1.3708,                0.98079,                0.95195,                0.42091,                0.31291,                 0.3102,                0.17654,                 1.3595,                0.99373,                  0.931,               0.000826,               0.000826,               0.000826
                    142,                  1.359,                0.96623,                0.94909,                0.42008,                0.31303,                0.31026,                0.17647,                 1.3599,                0.99408,                0.93107,                0.00076,                0.00076,                0.00076
                    143,                 1.3595,                0.96299,                0.94956,                0.42233,                0.31145,                0.30989,                0.17656,                 1.3598,                0.99404,                0.93102,               0.000694,               0.000694,               0.000694
                    144,                 1.3548,                0.95858,                0.94594,                0.41958,                0.31232,                0.30995,                0.17625,                 1.3602,                0.99377,                0.93105,               0.000628,               0.000628,               0.000628
                    145,                 1.3515,                0.95869,                 0.9463,                0.42135,                0.31173,                0.30968,                0.17591,                 1.3602,                0.99388,                0.93109,               0.000562,               0.000562,               0.000562
                    146,                 1.3488,                0.95316,                0.94697,                0.41842,                0.31227,                0.30974,                0.17598,                 1.3602,                0.99386,                0.93109,               0.000496,               0.000496,               0.000496
                    147,                 1.3506,                0.95564,                0.94662,                0.41578,                0.31259,                 0.3096,                0.17598,                 1.3605,                0.99387,                0.93111,                0.00043,                0.00043,                0.00043
                    148,                 1.3448,                0.95166,                0.94315,                0.41624,                0.31378,                0.30971,                0.17578,                 1.3604,                0.99419,                0.93111,               0.000364,               0.000364,               0.000364
                    149,                 1.3454,                0.95016,                0.94459,                0.41719,                0.31294,                 0.3099,                0.17579,                 1.3605,                0.99381,                 0.9311,               0.000298,               0.000298,               0.000298
                    150,                 1.3362,                0.94118,                0.94353,                0.41615,                0.31262,                0.30957,                0.17582,                 1.3604,                0.99384,                0.93108,               0.000232,               0.000232,               0.000232
